	acc_observed	blca_observed	brca_observed	cesc_observed	chol_observed	coad_observed	dlbc_observed	esca_observed	gbm_observed	hnsc_observed	kich_observed	kirc_observed	kirp_observed	laml_observed	lgg_observed	lihc_observed	luad_observed	lusc_observed	meso_observed	ov_observed	paad_observed	pcpg_observed	prad_observed	read_observed	sarc_observed	skcm_observed	stad_observed	tgct_observed	thca_observed	thym_observed	ucec_observed	ucs_observed	uvm_observed	pancancer_observed
LARP4	2.0	8.0	6.0	6.0	1.0	11.0	0.0	0.0	2.0	4.0	0.0	4.0	2.0	2.0	2.0	1.0	11.0	2.0	0.0	4.0	2.0	0.0	2.0	2.0	0.0	19.0	9.0	0.0	0.0	0.0	20.0	2.0	0.0	124.0
LARP4B	0.0	8.0	9.0	4.0	0.0	28.0	0.0	4.0	1.0	6.0	0.0	1.0	0.0	1.0	1.0	3.0	13.0	11.0	0.0	2.0	0.0	1.0	3.0	3.0	0.0	23.0	32.0	2.0	0.0	0.0	43.0	2.0	0.0	201.0
LARP6	0.0	3.0	5.0	5.0	0.0	8.0	0.0	1.0	2.0	4.0	0.0	1.0	1.0	0.0	1.0	3.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	14.0	4.0	0.0	0.0	0.0	16.0	0.0	0.0	80.0
LARP7	0.0	7.0	8.0	3.0	0.0	8.0	0.0	2.0	4.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	3.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	11.0	1.0	0.0	0.0	32.0	0.0	0.0	98.0
LARS	0.0	12.0	6.0	4.0	0.0	12.0	0.0	3.0	4.0	4.0	0.0	1.0	4.0	2.0	1.0	1.0	15.0	6.0	0.0	1.0	0.0	0.0	3.0	3.0	0.0	26.0	7.0	0.0	1.0	0.0	36.0	0.0	0.0	152.0
LARS2	1.0	6.0	3.0	2.0	0.0	7.0	0.0	1.0	3.0	1.0	0.0	2.0	1.0	0.0	0.0	2.0	2.0	4.0	0.0	4.0	2.0	0.0	2.0	1.0	0.0	13.0	10.0	0.0	0.0	0.0	29.0	1.0	0.0	97.0
LAS1L	0.0	7.0	7.0	5.0	0.0	5.0	0.0	1.0	5.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	6.0	9.0	1.0	4.0	0.0	0.0	0.0	4.0	0.0	14.0	6.0	0.0	0.0	0.0	30.0	1.0	0.0	112.0
LASP1	1.0	3.0	4.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	8.0	0.0	0.0	39.0
LAT	0.0	1.0	1.0	3.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	2.0	5.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	6.0	4.0	0.0	0.0	0.0	9.0	0.0	0.0	47.0
LAT2	1.0	1.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	11.0	10.0	0.0	0.0	0.0	7.0	0.0	0.0	44.0
LATS1	0.0	16.0	10.0	13.0	0.0	15.0	0.0	2.0	2.0	7.0	0.0	2.0	2.0	1.0	3.0	5.0	15.0	18.0	2.0	8.0	3.0	0.0	0.0	5.0	0.0	16.0	15.0	0.0	1.0	0.0	46.0	1.0	0.0	208.0
LATS2	0.0	6.0	4.0	3.0	0.0	13.0	1.0	4.0	1.0	5.0	1.0	3.0	1.0	0.0	5.0	1.0	11.0	9.0	8.0	2.0	2.0	0.0	0.0	2.0	3.0	24.0	17.0	0.0	0.0	0.0	41.0	1.0	1.0	169.0
LAX1	1.0	7.0	2.0	2.0	0.0	5.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	15.0	4.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	11.0	1.0	0.0	0.0	0.0	14.0	0.0	0.0	73.0
LAYN	0.0	5.0	3.0	1.0	0.0	4.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	5.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	14.0	11.0	0.0	0.0	0.0	11.0	0.0	0.0	66.0
LBH	0.0	1.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	17.0
LBHD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LBP	1.0	2.0	4.0	2.0	0.0	4.0	0.0	0.0	5.0	6.0	0.0	2.0	1.0	0.0	3.0	0.0	8.0	4.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	20.0	6.0	0.0	1.0	0.0	23.0	0.0	0.0	95.0
LBR	1.0	7.0	6.0	3.0	0.0	8.0	0.0	1.0	4.0	2.0	0.0	1.0	4.0	1.0	1.0	5.0	5.0	4.0	0.0	3.0	1.0	0.0	2.0	3.0	0.0	12.0	14.0	0.0	0.0	0.0	24.0	0.0	0.0	112.0
LBX1	0.0	0.0	1.0	1.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	4.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	31.0
LBX2	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	24.0
LCA5	0.0	8.0	5.0	2.0	0.0	10.0	0.0	1.0	1.0	8.0	0.0	1.0	1.0	0.0	1.0	4.0	7.0	8.0	0.0	0.0	1.0	1.0	1.0	4.0	1.0	17.0	10.0	0.0	2.0	0.0	30.0	0.0	0.0	124.0
LCA5L	1.0	3.0	9.0	4.0	0.0	6.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0	4.0	0.0	1.0	0.0	0.0	1.0	3.0	1.0	10.0	7.0	1.0	0.0	0.0	29.0	0.0	0.0	92.0
LCAT	0.0	3.0	2.0	3.0	0.0	6.0	0.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	3.0	2.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	4.0	0.0	0.0	0.0	13.0	0.0	0.0	48.0
LCE1A	0.0	0.0	2.0	2.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	5.0	3.0	0.0	0.0	0.0	4.0	1.0	0.0	36.0
LCE1B	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	6.0	0.0	0.0	0.0	8.0	0.0	0.0	53.0
LCE1C	0.0	2.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	5.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	7.0	4.0	0.0	1.0	0.0	7.0	0.0	0.0	44.0
LCE1D	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	3.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	27.0
LCE1E	0.0	1.0	1.0	1.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	9.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0	46.0
LCE1F	1.0	2.0	1.0	0.0	0.0	2.0	0.0	2.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	11.0	3.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	9.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	51.0
LCE2A	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	9.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	2.0	6.0	0.0	0.0	0.0	8.0	0.0	0.0	37.0
LCE2B	1.0	2.0	3.0	0.0	1.0	7.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	8.0	8.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	0.0	0.0	0.0	9.0	0.0	0.0	58.0
LCE2C	0.0	0.0	2.0	2.0	0.0	3.0	0.0	2.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	7.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	4.0	6.0	0.0	0.0	0.0	10.0	1.0	0.0	51.0
LCE2D	0.0	2.0	2.0	1.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	9.0	8.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	4.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	47.0
LCE3A	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	23.0
LCE3B	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	13.0
LCE3C	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
LCE3D	0.0	1.0	3.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	6.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	9.0	1.0	0.0	0.0	0.0	7.0	0.0	1.0	42.0
LCE3E	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	8.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0	1.0	0.0	0.0	0.0	8.0	0.0	0.0	39.0
LCE4A	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	4.0	5.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	26.0
LCE5A	0.0	1.0	1.0	1.0	0.0	3.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	3.0	5.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	8.0	3.0	0.0	0.0	0.0	10.0	0.0	0.0	46.0
LCE6A	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	11.0
LCK	1.0	3.0	3.0	2.0	0.0	4.0	0.0	1.0	1.0	3.0	1.0	0.0	1.0	0.0	1.0	4.0	7.0	8.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	29.0	4.0	0.0	0.0	0.0	20.0	0.0	0.0	96.0
LCLAT1	0.0	5.0	0.0	1.0	0.0	5.0	0.0	1.0	0.0	5.0	0.0	2.0	2.0	0.0	1.0	1.0	10.0	5.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	3.0	9.0	0.0	0.0	0.0	19.0	0.0	0.0	74.0
LCMT1	0.0	2.0	2.0	3.0	0.0	2.0	1.0	2.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	5.0	4.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	6.0	1.0	0.0	1.0	0.0	16.0	0.0	0.0	60.0
LCMT2	0.0	11.0	11.0	5.0	0.0	9.0	1.0	0.0	2.0	4.0	1.0	4.0	0.0	0.0	1.0	3.0	6.0	7.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	8.0	12.0	0.0	0.0	0.0	17.0	0.0	0.0	108.0
LCN1	0.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	2.0	2.0	0.0	3.0	1.0	0.0	1.0	0.0	3.0	4.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	6.0	2.0	1.0	0.0	0.0	12.0	0.0	0.0	45.0
LCN10	0.0	0.0	3.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	26.0
LCN12	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	8.0	0.0	0.0	21.0
LCN15	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	20.0
LCN2	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	5.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	5.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0	35.0
LCN6	1.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	5.0	0.0	0.0	0.0	7.0	0.0	0.0	29.0
LCN8	0.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	4.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	34.0
LCN9	0.0	2.0	1.0	1.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	39.0
LCNL1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	14.0
LCOR	0.0	3.0	2.0	2.0	0.0	7.0	0.0	1.0	0.0	3.0	0.0	0.0	2.0	1.0	2.0	1.0	6.0	4.0	0.0	4.0	0.0	0.0	2.0	1.0	0.0	10.0	6.0	0.0	0.0	0.0	11.0	0.0	0.0	68.0
LCORL	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	5.0	1.0	0.0	0.0	0.0	14.0	0.0	0.0	35.0
LCP1	0.0	4.0	6.0	1.0	0.0	9.0	0.0	1.0	2.0	14.0	0.0	0.0	0.0	0.0	2.0	2.0	11.0	11.0	0.0	2.0	3.0	0.0	1.0	2.0	0.0	13.0	8.0	0.0	0.0	0.0	17.0	1.0	0.0	110.0
LCP2	0.0	5.0	4.0	4.0	0.0	10.0	0.0	2.0	0.0	2.0	0.0	1.0	2.0	1.0	1.0	5.0	11.0	6.0	0.0	3.0	0.0	0.0	3.0	1.0	1.0	21.0	12.0	0.0	0.0	1.0	35.0	0.0	0.0	131.0
LCT	1.0	14.0	22.0	7.0	0.0	25.0	0.0	3.0	8.0	16.0	0.0	0.0	1.0	0.0	7.0	4.0	46.0	47.0	0.0	9.0	4.0	2.0	5.0	5.0	6.0	64.0	27.0	1.0	1.0	0.0	65.0	1.0	0.0	391.0
LCTL	1.0	5.0	3.0	2.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	6.0	8.0	0.0	4.0	0.0	0.0	0.0	2.0	1.0	15.0	7.0	0.0	1.0	0.0	28.0	0.0	0.0	95.0
LDAH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LDB1	1.0	3.0	3.0	3.0	0.0	7.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	2.0	4.0	3.0	3.0	2.0	1.0	2.0	0.0	0.0	2.0	0.0	13.0	6.0	0.0	0.0	0.0	14.0	0.0	0.0	76.0
LDB2	0.0	8.0	9.0	5.0	0.0	4.0	0.0	2.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	2.0	18.0	19.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	27.0	6.0	0.0	0.0	0.0	24.0	0.0	0.0	135.0
LDB3	1.0	6.0	4.0	0.0	0.0	12.0	0.0	1.0	3.0	9.0	0.0	0.0	1.0	0.0	2.0	4.0	5.0	12.0	0.0	2.0	1.0	0.0	2.0	1.0	1.0	15.0	8.0	1.0	0.0	0.0	29.0	0.0	0.0	120.0
LDHA	2.0	1.0	3.0	1.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	8.0	8.0	0.0	2.0	0.0	15.0	0.0	0.0	53.0
LDHAL6A	0.0	2.0	0.0	2.0	0.0	6.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	4.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	9.0	1.0	0.0	0.0	0.0	15.0	0.0	0.0	55.0
LDHAL6B	0.0	2.0	0.0	1.0	0.0	8.0	0.0	1.0	2.0	5.0	0.0	1.0	1.0	0.0	1.0	1.0	4.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	9.0	5.0	0.0	0.0	0.0	16.0	0.0	0.0	62.0
LDHB	0.0	3.0	2.0	1.0	0.0	6.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	5.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	6.0	6.0	0.0	0.0	0.0	18.0	0.0	0.0	60.0
LDHC	0.0	4.0	6.0	4.0	0.0	5.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	1.0	1.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	12.0	1.0	0.0	0.0	1.0	20.0	0.0	0.0	74.0
LDHD	0.0	4.0	1.0	2.0	0.0	4.0	0.0	1.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	7.0	0.0	0.0	0.0	15.0	1.0	0.0	64.0
LDLR	1.0	10.0	4.0	2.0	0.0	10.0	0.0	1.0	5.0	3.0	0.0	0.0	3.0	0.0	0.0	2.0	9.0	8.0	0.0	8.0	0.0	0.0	2.0	1.0	1.0	19.0	12.0	1.0	0.0	1.0	24.0	0.0	0.0	127.0
LDLRAD1	0.0	2.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	6.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	31.0
LDLRAD2	1.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	7.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	37.0
LDLRAD3	0.0	3.0	2.0	1.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	8.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0	6.0	0.0	1.0	0.0	11.0	0.0	0.0	54.0
LDLRAD4	0.0	2.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	11.0	7.0	0.0	4.0	2.0	0.0	1.0	1.0	1.0	6.0	7.0	0.0	0.0	0.0	14.0	0.0	0.0	68.0
LDLRAP1	0.0	3.0	1.0	1.0	0.0	4.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	5.0	4.0	1.0	0.0	1.0	12.0	0.0	0.0	46.0
LDOC1	0.0	1.0	2.0	1.0	0.0	7.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	4.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	3.0	5.0	0.0	0.0	0.0	18.0	0.0	0.0	53.0
LDOC1L	1.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	1.0	5.0	1.0	1.0	0.0	2.0	1.0	0.0	2.0	1.0	0.0	10.0	1.0	1.0	2.0	1.0	7.0	0.0	0.0	48.0
LEAP2	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	11.0
LECT2	0.0	4.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	13.0	0.0	0.0	37.0
LEF1	0.0	3.0	1.0	2.0	0.0	10.0	0.0	0.0	0.0	5.0	1.0	1.0	1.0	0.0	1.0	2.0	15.0	6.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	20.0	0.0	0.0	81.0
LEFTY1	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	5.0	3.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	13.0	3.0	0.0	0.0	0.0	10.0	0.0	0.0	49.0
LEFTY2	0.0	2.0	0.0	3.0	0.0	4.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	5.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	9.0	0.0	0.0	49.0
LEKR1	0.0	2.0	5.0	3.0	0.0	6.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	2.0	3.0	3.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	15.0	1.0	0.0	0.0	0.0	25.0	0.0	0.0	78.0
LELP1	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	16.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	39.0
LEMD1	0.0	3.0	0.0	1.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	5.0	0.0	1.0	0.0	7.0	0.0	0.0	33.0
LEMD2	0.0	1.0	4.0	2.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	1.0	3.0	1.0	1.0	1.0	5.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	4.0	3.0	0.0	1.0	0.0	12.0	0.0	0.0	50.0
LEMD3	0.0	8.0	1.0	0.0	0.0	11.0	0.0	3.0	5.0	4.0	0.0	2.0	1.0	0.0	1.0	4.0	6.0	4.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	12.0	7.0	0.0	0.0	0.0	26.0	0.0	0.0	99.0
LENEP	0.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	14.0
LENG1	0.0	2.0	6.0	3.0	0.0	8.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	10.0	0.0	0.0	0.0	12.0	0.0	0.0	55.0
LENG8	0.0	4.0	2.0	6.0	0.0	20.0	0.0	1.0	1.0	4.0	0.0	2.0	2.0	1.0	1.0	3.0	8.0	11.0	1.0	2.0	1.0	0.0	2.0	2.0	4.0	18.0	14.0	0.0	0.0	1.0	30.0	0.0	0.0	141.0
LENG9	0.0	2.0	1.0	2.0	0.0	3.0	0.0	2.0	0.0	4.0	0.0	1.0	0.0	1.0	2.0	2.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	6.0	0.0	0.0	0.0	15.0	0.0	0.0	56.0
LEO1	0.0	13.0	3.0	3.0	2.0	10.0	0.0	2.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	5.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	6.0	3.0	0.0	0.0	0.0	21.0	0.0	0.0	89.0
LEP	0.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	4.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	33.0
LEPR	0.0	9.0	11.0	12.0	0.0	18.0	1.0	3.0	2.0	15.0	1.0	1.0	1.0	2.0	0.0	2.0	26.0	33.0	0.0	5.0	2.0	0.0	2.0	6.0	1.0	52.0	13.0	0.0	1.0	0.0	36.0	1.0	0.0	256.0
LEPROT	0.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	19.0
LEPROTL1	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	11.0
